customer_id,date,logins,feature_events,session_minutes
C100000,2024-03-05,4,1,32.58
C100000,2024-03-06,6,4,23.38
C100000,2024-03-07,0,0,11.79
C100000,2024-03-08,4,2,30.1
C100000,2024-03-09,4,1,47.52
C100000,2024-03-10,3,1,23.53
C100000,2024-03-11,5,3,22.81
C100000,2024-03-12,8,0,33.94
C100000,2024-03-13,5,4,32.21
C100000,2024-03-14,3,2,32.23
C100000,2024-03-15,9,6,19.05
C100000,2024-03-16,3,1,34.28
C100000,2024-03-17,8,0,35.16
C100000,2024-03-18,3,1,40.95
C100000,2024-03-19,5,3,43.03
C100000,2024-03-20,5,2,18.96
C100000,2024-03-21,5,1,32.93
C100000,2024-03-22,4,0,22.48
C100000,2024-03-23,1,0,3.48
C100000,2024-03-24,1,0,5.53
C100000,2024-03-25,4,2,24.4
C100000,2024-03-26,3,2,31.71
C100000,2024-03-27,3,1,17.88
C100000,2024-03-28,2,0,30.93
C100000,2024-03-29,5,2,23.52
C100000,2024-03-30,1,0,2.76
C100000,2024-03-31,2,2,33.5
C100000,2024-04-01,4,2,37.05
C100000,2024-04-02,2,0,27.41
C100000,2024-04-03,4,0,45.28
C100000,2024-04-04,2,0,20.39
C100000,2024-04-05,3,3,23.35
C100000,2024-04-06,6,2,37.46
C100000,2024-04-07,3,0,23.91
C100000,2024-04-08,3,0,52.27
C100000,2024-04-09,1,0,0.0
C100000,2024-04-10,3,0,38.85
C100000,2024-04-11,7,3,36.17
C100000,2024-04-12,2,1,29.34
C100000,2024-04-13,3,0,32.04
C100000,2024-04-14,7,2,15.03
C100000,2024-04-15,5,3,27.19
C100000,2024-04-16,4,0,34.08
C100000,2024-04-17,4,1,39.98
C100000,2024-04-18,2,1,17.22
C100000,2024-04-19,3,1,36.63
C100000,2024-04-20,4,2,33.31
C100000,2024-04-21,2,2,35.01
C100000,2024-04-22,4,2,49.57
C100000,2024-04-23,0,0,11.03
C100000,2024-04-24,7,2,31.47
C100000,2024-04-25,5,3,30.8
C100000,2024-04-26,4,1,21.9
C100000,2024-04-27,6,2,16.76
C100000,2024-04-28,2,0,18.15
C100000,2024-04-29,2,1,25.57
C100000,2024-04-30,3,0,30.01
C100000,2024-05-01,3,2,31.27
C100000,2024-05-02,2,1,14.3
C100000,2024-05-03,5,1,30.85
C100000,2024-05-04,4,2,27.1
C100000,2024-05-05,3,0,29.44
C100000,2024-05-06,2,0,15.8
C100000,2024-05-07,2,0,23.91
C100000,2024-05-08,6,4,32.61
C100000,2024-05-09,5,2,19.99
C100000,2024-05-10,4,1,37.77
C100000,2024-05-11,2,0,19.75
C100000,2024-05-12,3,2,30.15
C100000,2024-05-13,2,2,22.78
C100000,2024-05-14,3,1,26.25
C100000,2024-05-15,0,0,14.22
C100000,2024-05-16,7,2,25.0
C100000,2024-05-17,2,1,20.21
C100000,2024-05-18,3,2,34.59
C100000,2024-05-19,5,1,15.97
C100000,2024-05-20,2,1,29.19
C100000,2024-05-21,1,1,4.37
C100000,2024-05-22,6,1,15.9
C100000,2024-05-23,2,2,29.15
C100000,2024-05-24,6,3,26.37
C100000,2024-05-25,4,2,35.06
C100000,2024-05-26,4,2,33.57
C100000,2024-05-27,7,3,28.29
C100000,2024-05-28,2,1,30.05
C100000,2024-05-29,2,1,12.84
C100000,2024-05-30,5,3,35.71
C100000,2024-05-31,9,3,30.38
C100000,2024-06-01,3,1,21.95
C100000,2024-06-02,1,0,1.59
C100000,2024-06-03,6,1,37.87
C100000,2024-06-04,5,3,28.29
C100000,2024-06-05,4,1,34.44
C100000,2024-06-06,3,2,25.02
C100000,2024-06-07,5,3,24.36
C100000,2024-06-08,3,2,24.37
C100000,2024-06-09,6,2,28.58
C100000,2024-06-10,4,1,23.61
C100000,2024-06-11,4,2,26.08
C100000,2024-06-12,10,4,38.35
C100000,2024-06-13,5,3,27.04
C100000,2024-06-14,5,1,23.33
C100000,2024-06-15,7,3,34.3
C100000,2024-06-16,5,0,30.38
C100000,2024-06-17,2,1,29.56
C100000,2024-06-18,5,2,17.81
C100000,2024-06-19,1,0,22.52
C100000,2024-06-20,5,1,29.47
C100000,2024-06-21,3,1,19.76
C100000,2024-06-22,5,1,36.98
C100000,2024-06-23,5,0,19.99
C100000,2024-06-24,9,2,41.55
C100000,2024-06-25,3,1,24.59
C100000,2024-06-26,2,1,34.41
C100000,2024-06-27,4,0,26.38
C100000,2024-06-28,5,2,10.61
C100000,2024-06-29,3,1,42.03
C100000,2024-06-30,1,0,17.02
C100001,2024-01-01,1,0,1.99
C100001,2024-01-02,2,0,17.75
C100001,2024-01-03,0,0,21.19
C100001,2024-01-04,0,0,17.4
C100001,2024-01-05,0,0,15.59
C100001,2024-01-06,2,1,23.15
C100001,2024-01-07,0,0,20.54
C100001,2024-01-08,1,0,11.58
C100001,2024-01-09,1,0,4.79
C100001,2024-01-10,1,1,6.13
C100001,2024-01-11,0,0,14.95
C100001,2024-01-12,1,1,19.03
C100001,2024-01-13,0,0,10.3
C100001,2024-01-14,0,0,10.96
C100001,2024-01-15,0,0,7.94
C100001,2024-01-16,3,1,16.65
C100001,2024-01-17,1,0,11.8
C100001,2024-01-18,1,0,18.38
C100001,2024-01-19,2,0,26.4
C100001,2024-01-20,0,0,11.43
C100001,2024-01-21,2,1,22.59
C100001,2024-01-22,1,1,7.67
C100001,2024-01-23,1,0,0.76
C100001,2024-01-24,2,1,22.55
C100001,2024-01-25,0,0,0.0
C100001,2024-01-26,0,0,7.82
C100001,2024-01-27,1,1,0.0
C100001,2024-01-28,2,0,16.58
C100001,2024-01-29,0,0,7.43
C100001,2024-01-30,3,0,46.61
C100001,2024-01-31,0,0,10.39
C100001,2024-02-01,1,0,4.5
C100001,2024-02-02,2,1,27.33
C100001,2024-02-03,1,0,12.77
C100001,2024-02-04,1,0,18.87
C100001,2024-02-05,0,0,1.68
C100001,2024-02-06,1,1,18.58
C100001,2024-02-07,0,0,8.69
C100001,2024-02-08,3,1,31.61
C100001,2024-02-09,0,0,18.41
C100001,2024-02-10,2,1,33.07
C100001,2024-02-11,0,0,0.83
C100001,2024-02-12,1,1,18.04
C100001,2024-02-13,2,2,17.98
C100001,2024-02-14,1,1,14.78
C100001,2024-02-15,1,1,15.61
C100001,2024-02-16,0,0,0.0
C100001,2024-02-17,1,0,0.0
C100001,2024-02-18,0,0,23.14
C100001,2024-02-19,1,0,18.08
C100001,2024-02-20,2,0,10.75
C100001,2024-02-21,1,0,0.0
C100001,2024-02-22,3,2,27.98
C100001,2024-02-23,1,1,13.14
C100001,2024-02-24,0,0,0.0
C100001,2024-02-25,0,0,9.21
C100001,2024-02-26,2,1,12.08
C100001,2024-02-27,1,0,17.53
C100001,2024-02-28,1,0,5.19
C100001,2024-02-29,1,1,12.56
C100001,2024-03-01,2,0,23.78
C100001,2024-03-02,3,0,31.11
C100001,2024-03-03,1,1,7.8
C100001,2024-03-04,0,0,16.01
C100001,2024-03-05,0,0,24.56
C100001,2024-03-06,0,0,3.37
C100001,2024-03-07,1,0,15.07
C100001,2024-03-08,0,0,13.31
C100001,2024-03-09,0,0,17.71
C100001,2024-03-10,0,0,27.68
C100001,2024-03-11,1,1,13.32
C100001,2024-03-12,1,1,3.82
C100001,2024-03-13,2,0,24.55
C100001,2024-03-14,0,0,23.03
C100001,2024-03-15,0,0,5.35
C100001,2024-03-16,0,0,1.88
C100001,2024-03-17,0,0,11.87
C100001,2024-03-18,2,0,7.55
C100001,2024-03-19,0,0,23.38
C100001,2024-03-20,1,0,13.35
C100001,2024-03-21,1,1,11.35
C100001,2024-03-22,0,0,0.0
C100001,2024-03-23,1,1,5.73
C100001,2024-03-24,0,0,0.0
C100001,2024-03-25,3,1,31.54
C100001,2024-03-26,0,0,7.53
C100001,2024-03-27,2,0,13.71
C100001,2024-03-28,0,0,0.0
C100001,2024-03-29,1,0,27.25
C100001,2024-03-30,2,2,10.95
C100001,2024-03-31,1,1,10.65
C100001,2024-04-01,1,1,9.21
C100001,2024-04-02,2,0,10.5
C100001,2024-04-03,1,1,7.18
C100001,2024-04-04,2,1,19.8
C100001,2024-04-05,2,1,26.54
C100001,2024-04-06,1,0,14.06
C100001,2024-04-07,1,0,10.43
C100001,2024-04-08,1,0,14.32
C100001,2024-04-09,1,0,0.0
C100001,2024-04-10,1,0,5.49
C100001,2024-04-11,0,0,6.71
C100001,2024-04-12,0,0,10.13
C100001,2024-04-13,3,1,24.17
C100001,2024-04-14,1,0,8.97
C100001,2024-04-15,0,0,17.91
C100001,2024-04-16,1,1,5.39
C100001,2024-04-17,0,0,0.0
C100001,2024-04-18,1,0,2.05
C100001,2024-04-19,1,1,9.75
C100001,2024-04-20,0,0,6.45
C100001,2024-04-21,1,0,2.92
C100001,2024-04-22,1,1,4.65
C100001,2024-04-23,1,0,18.32
C100001,2024-04-24,1,1,27.26
C100001,2024-04-25,3,0,25.15
C100001,2024-04-26,1,1,26.11
C100001,2024-04-27,0,0,11.09
C100001,2024-04-28,1,0,3.58
C100001,2024-04-29,0,0,20.39
C100001,2024-04-30,2,0,22.26
C100001,2024-05-01,1,0,4.34
C100001,2024-05-02,0,0,17.97
C100001,2024-05-03,1,0,3.95
C100001,2024-05-04,0,0,15.13
C100001,2024-05-05,1,1,19.8
C100001,2024-05-06,1,1,21.64
C100001,2024-05-07,3,1,44.39
C100001,2024-05-08,1,0,0.0
C100001,2024-05-09,2,0,4.42
C100001,2024-05-10,0,0,0.0
C100001,2024-05-11,4,2,37.3
C100001,2024-05-12,2,1,11.69
C100001,2024-05-13,3,0,34.02
C100001,2024-05-14,0,0,5.77
C100001,2024-05-15,2,1,24.69
C100001,2024-05-16,1,0,24.49
C100001,2024-05-17,3,1,34.99
C100001,2024-05-18,0,0,8.33
C100001,2024-05-19,1,0,3.2
C100001,2024-05-20,2,0,22.22
C100001,2024-05-21,0,0,21.64
C100001,2024-05-22,0,0,0.0
C100001,2024-05-23,0,0,1.15
C100001,2024-05-24,2,1,24.71
C100001,2024-05-25,1,0,12.71
C100001,2024-05-26,1,0,19.33
C100001,2024-05-27,0,0,5.42
C100001,2024-05-28,1,0,22.34
C100001,2024-05-29,1,1,26.05
C100001,2024-05-30,1,1,3.45
C100001,2024-05-31,0,0,9.97
C100001,2024-06-01,3,1,26.55
C100001,2024-06-02,1,0,2.91
C100001,2024-06-03,4,1,39.77
C100001,2024-06-04,0,0,14.66
C100001,2024-06-05,1,0,0.0
C100001,2024-06-06,0,0,12.79
C100001,2024-06-07,0,0,5.78
C100001,2024-06-08,1,1,16.17
C100001,2024-06-09,0,0,14.11
C100001,2024-06-10,1,0,5.74
C100001,2024-06-11,0,0,0.0
C100001,2024-06-12,2,1,18.71
C100001,2024-06-13,0,0,12.83
C100001,2024-06-14,0,0,10.97
C100001,2024-06-15,0,0,12.84
C100001,2024-06-16,0,0,8.23
C100001,2024-06-17,1,1,9.83
C100001,2024-06-18,0,0,4.02
C100001,2024-06-19,1,0,0.0
C100001,2024-06-20,1,1,1.79
C100001,2024-06-21,3,1,37.08
C100001,2024-06-22,1,1,2.65
C100001,2024-06-23,0,0,13.73
C100001,2024-06-24,1,0,9.71
C100001,2024-06-25,0,0,15.06
C100001,2024-06-26,1,0,6.4
C100001,2024-06-27,2,1,13.38
C100001,2024-06-28,1,0,10.69
C100001,2024-06-29,3,1,34.95
C100001,2024-06-30,0,0,26.46
C100002,2024-01-01,2,1,14.83
C100002,2024-01-02,0,0,3.61
C100002,2024-01-03,2,2,17.67
C100002,2024-01-04,2,0,7.49
C100002,2024-01-05,2,1,22.39
C100002,2024-01-06,1,1,3.99
C100002,2024-01-07,1,0,17.35
C100002,2024-01-08,1,1,4.65
C100002,2024-01-09,1,0,13.88
C100002,2024-01-10,1,1,3.23
C100002,2024-01-11,1,1,7.32
C100002,2024-01-12,0,0,6.77
C100002,2024-01-13,1,0,4.11
C100002,2024-01-14,2,2,21.63
C100002,2024-01-15,2,1,10.49
C100002,2024-01-16,0,0,7.96
C100002,2024-01-17,2,0,13.56
C100002,2024-01-18,3,1,34.77
C100002,2024-01-19,2,0,30.38
C100002,2024-01-20,0,0,9.82
C100002,2024-01-21,2,0,16.87
C100002,2024-01-22,1,1,2.62
C100002,2024-01-23,1,1,13.23
C100002,2024-01-24,1,1,9.81
C100002,2024-01-25,0,0,6.78
C100002,2024-01-26,1,0,14.19
C100002,2024-01-27,1,0,18.23
C100002,2024-01-28,4,1,19.47
C100002,2024-01-29,2,0,6.36
C100002,2024-01-30,2,2,1.78
C100002,2024-01-31,0,0,8.23
C100002,2024-02-01,1,1,13.37
C100002,2024-02-02,2,2,12.52
C100002,2024-02-03,1,1,18.69
C100002,2024-02-04,0,0,2.71
C100002,2024-02-05,0,0,10.73
C100002,2024-02-06,1,0,1.57
C100002,2024-02-07,1,1,1.46
C100002,2024-02-08,2,2,25.87
C100002,2024-02-09,0,0,4.81
C100002,2024-02-10,3,2,22.58
C100002,2024-02-11,0,0,11.91
C100002,2024-02-12,3,1,15.52
C100002,2024-02-13,1,0,4.5
C100002,2024-02-14,2,1,33.12
C100002,2024-02-15,0,0,15.94
C100002,2024-02-16,0,0,27.37
C100002,2024-02-17,3,1,28.59
C100002,2024-02-18,0,0,6.48
C100002,2024-02-19,0,0,0.0
C100002,2024-02-20,0,0,8.24
C100002,2024-02-21,0,0,0.0
C100002,2024-02-22,0,0,8.36
C100002,2024-02-23,0,0,10.05
C100002,2024-02-24,0,0,18.68
C100002,2024-02-25,1,0,5.38
C100002,2024-02-26,2,1,17.45
C100002,2024-02-27,2,1,13.63
C100002,2024-02-28,1,0,0.0
C100002,2024-02-29,2,1,5.14
C100002,2024-03-01,0,0,11.16
C100002,2024-03-02,1,0,5.08
C100002,2024-03-03,1,0,22.17
C100002,2024-03-04,0,0,6.07
C100002,2024-03-05,0,0,19.81
C100002,2024-03-06,0,0,19.26
C100002,2024-03-07,0,0,11.65
C100002,2024-03-08,2,2,26.07
C100002,2024-03-09,0,0,0.0
C100002,2024-03-10,1,0,4.84
C100002,2024-03-11,0,0,20.13
C100002,2024-03-12,3,1,23.07
C100002,2024-03-13,0,0,7.87
C100002,2024-03-14,4,1,41.47
C100002,2024-03-15,1,0,18.26
C100002,2024-03-16,1,0,19.01
C100002,2024-03-17,0,0,2.28
C100002,2024-03-18,0,0,6.56
C100002,2024-03-19,1,0,0.0
C100002,2024-03-20,2,0,13.55
C100002,2024-03-21,2,0,16.21
C100002,2024-03-22,2,0,19.88
C100002,2024-03-23,0,0,7.93
C100002,2024-03-24,0,0,22.79
C100002,2024-03-25,0,0,15.58
C100002,2024-03-26,3,3,27.33
C100002,2024-03-27,1,0,0.45
C100002,2024-03-28,1,1,11.14
C100002,2024-03-29,1,0,3.7
C100002,2024-03-30,0,0,5.03
C100002,2024-03-31,0,0,0.0
C100002,2024-04-01,1,0,15.98
C100002,2024-04-02,1,0,18.81
C100002,2024-04-03,1,0,25.67
C100002,2024-04-04,0,0,0.0
C100002,2024-04-05,3,2,31.93
C100002,2024-04-06,0,0,12.15
C100002,2024-04-07,0,0,7.25
C100002,2024-04-08,1,0,9.89
C100002,2024-04-09,2,0,23.12
C100002,2024-04-10,0,0,11.92
C100002,2024-04-11,1,1,0.0
C100002,2024-04-12,2,1,24.44
C100002,2024-04-13,0,0,10.72
C100002,2024-04-14,2,2,24.75
C100002,2024-04-15,2,1,0.0
C100002,2024-04-16,2,0,12.23
C100002,2024-04-17,1,0,0.0
C100002,2024-04-18,1,1,17.63
C100002,2024-04-19,0,0,14.1
C100002,2024-04-20,3,2,35.58
C100002,2024-04-21,3,1,39.46
C100002,2024-04-22,0,0,4.6
C100002,2024-04-23,0,0,8.84
C100002,2024-04-24,2,2,4.85
C100002,2024-04-25,0,0,11.71
C100002,2024-04-26,2,0,7.14
C100002,2024-04-27,0,0,3.9
C100002,2024-04-28,2,2,17.88
C100002,2024-04-29,0,0,0.0
C100002,2024-04-30,2,1,0.0
C100002,2024-05-01,1,0,11.47
C100002,2024-05-02,1,1,13.81
C100002,2024-05-03,1,0,14.04
C100002,2024-05-04,1,0,4.44
C100002,2024-05-05,1,1,6.73
C100002,2024-05-06,0,0,4.99
C100002,2024-05-07,0,0,10.12
C100002,2024-05-08,0,0,3.13
C100002,2024-05-09,0,0,19.0
C100002,2024-05-10,0,0,18.22
C100002,2024-05-11,2,0,14.69
C100002,2024-05-12,1,1,0.0
C100002,2024-05-13,2,0,18.93
C100002,2024-05-14,0,0,0.0
C100002,2024-05-15,0,0,0.0
C100002,2024-05-16,0,0,0.0
C100002,2024-05-17,0,0,0.0
C100002,2024-05-18,0,0,0.0
C100002,2024-05-19,0,0,0.0
C100002,2024-05-20,0,0,0.0
C100002,2024-05-21,0,0,0.0
C100002,2024-05-22,0,0,0.0
C100002,2024-05-23,0,0,0.0
C100002,2024-05-24,0,0,0.0
C100002,2024-05-25,0,0,0.0
C100002,2024-05-26,0,0,0.0
C100002,2024-05-27,0,0,0.0
C100002,2024-05-28,0,0,0.0
C100002,2024-05-29,0,0,0.0
C100002,2024-05-30,0,0,0.0
C100002,2024-05-31,0,0,0.0
C100002,2024-06-01,0,0,0.0
C100002,2024-06-02,0,0,0.0
C100002,2024-06-03,0,0,0.0
C100002,2024-06-04,0,0,0.0
C100002,2024-06-05,0,0,0.0
C100002,2024-06-06,0,0,0.0
C100002,2024-06-07,0,0,0.0
C100002,2024-06-08,0,0,0.0
C100002,2024-06-09,0,0,0.0
C100002,2024-06-10,0,0,0.0
C100002,2024-06-11,0,0,0.0
C100002,2024-06-12,0,0,0.0
C100002,2024-06-13,0,0,0.0
C100002,2024-06-14,0,0,0.0
C100002,2024-06-15,0,0,0.0
C100002,2024-06-16,0,0,0.0
C100002,2024-06-17,0,0,0.0
C100002,2024-06-18,0,0,0.0
C100002,2024-06-19,0,0,0.0
C100002,2024-06-20,0,0,0.0
C100002,2024-06-21,0,0,0.0
C100002,2024-06-22,0,0,0.0
C100002,2024-06-23,0,0,0.0
C100002,2024-06-24,0,0,0.0
C100002,2024-06-25,0,0,0.0
C100002,2024-06-26,0,0,0.0
C100002,2024-06-27,0,0,0.0
C100002,2024-06-28,0,0,0.0
C100002,2024-06-29,0,0,0.0
C100002,2024-06-30,0,0,0.0
C100003,2024-01-01,3,2,21.56
C100003,2024-01-02,0,0,18.47
C100003,2024-01-03,1,0,10.0
C100003,2024-01-04,1,0,14.81
C100003,2024-01-05,1,0,6.37
C100003,2024-01-06,2,1,31.62
C100003,2024-01-07,2,1,7.57
C100003,2024-01-08,0,0,16.54
C100003,2024-01-09,1,0,22.38
C100003,2024-01-10,0,0,3.91
C100003,2024-01-11,0,0,0.0
C100003,2024-01-12,1,0,10.95
C100003,2024-01-13,0,0,8.17
C100003,2024-01-14,1,0,2.05
C100003,2024-01-15,1,0,10.18
C100003,2024-01-16,1,1,14.38
C100003,2024-01-17,3,0,35.38
C100003,2024-01-18,0,0,14.73
C100003,2024-01-19,0,0,10.81
C100003,2024-01-20,0,0,22.39
C100003,2024-01-21,0,0,11.32
C100003,2024-01-22,1,1,10.41
C100003,2024-01-23,2,0,16.83
C100003,2024-01-24,0,0,8.56
C100003,2024-01-25,1,0,10.17
C100003,2024-01-26,1,0,11.85
C100003,2024-01-27,0,0,12.71
C100003,2024-01-28,2,1,12.05
C100003,2024-01-29,1,1,3.51
C100003,2024-01-30,1,0,0.0
C100003,2024-01-31,2,0,11.29
C100003,2024-02-01,2,1,18.75
C100003,2024-02-02,1,0,8.56
C100003,2024-02-03,1,0,20.98
C100003,2024-02-04,0,0,13.58
C100003,2024-02-05,0,0,12.97
C100003,2024-02-06,0,0,10.38
C100003,2024-02-07,0,0,12.65
C100003,2024-02-08,1,0,13.41
C100003,2024-02-09,1,0,10.15
C100003,2024-02-10,1,0,2.35
C100003,2024-02-11,2,0,23.78
C100003,2024-02-12,0,0,0.0
C100003,2024-02-13,0,0,14.84
C100003,2024-02-14,1,0,9.84
C100003,2024-02-15,1,0,6.11
C100003,2024-02-16,1,1,0.0
C100003,2024-02-17,4,2,17.17
C100003,2024-02-18,0,0,21.03
C100003,2024-02-19,0,0,0.04
C100003,2024-02-20,1,0,6.74
C100003,2024-02-21,2,1,25.49
C100003,2024-02-22,2,0,18.49
C100003,2024-02-23,2,0,27.37
C100003,2024-02-24,1,0,7.07
C100003,2024-02-25,0,0,13.55
C100003,2024-02-26,2,1,16.17
C100003,2024-02-27,2,0,27.66
C100003,2024-02-28,2,1,25.52
C100003,2024-02-29,0,0,0.0
C100003,2024-03-01,0,0,1.76
C100003,2024-03-02,0,0,4.01
C100003,2024-03-03,1,1,15.33
C100003,2024-03-04,1,0,13.7
C100003,2024-03-05,2,0,31.68
C100003,2024-03-06,1,0,0.0
C100003,2024-03-07,1,1,14.55
C100003,2024-03-08,0,0,10.84
C100003,2024-03-09,1,1,6.93
C100003,2024-03-10,1,0,12.0
C100003,2024-03-11,4,3,38.7
C100003,2024-03-12,1,1,17.39
C100003,2024-03-13,0,0,13.52
C100003,2024-03-14,3,1,36.23
C100003,2024-03-15,0,0,4.3
C100003,2024-03-16,0,0,21.56
C100003,2024-03-17,0,0,9.52
C100003,2024-03-18,0,0,13.64
C100003,2024-03-19,3,1,35.59
C100003,2024-03-20,0,0,13.37
C100003,2024-03-21,1,0,1.06
C100003,2024-03-22,3,1,21.9
C100003,2024-03-23,3,1,30.56
C100003,2024-03-24,0,0,4.88
C100003,2024-03-25,0,0,19.74
C100003,2024-03-26,1,1,3.05
C100003,2024-03-27,0,0,1.07
C100003,2024-03-28,0,0,19.89
C100003,2024-03-29,3,0,42.16
C100003,2024-03-30,0,0,6.04
C100003,2024-03-31,0,0,0.0
C100003,2024-04-01,1,0,10.62
C100003,2024-04-02,2,0,8.03
C100003,2024-04-03,0,0,4.8
C100003,2024-04-04,0,0,11.66
C100003,2024-04-05,1,0,10.55
C100003,2024-04-06,1,0,23.39
C100003,2024-04-07,1,0,20.72
C100003,2024-04-08,1,1,16.55
C100003,2024-04-09,0,0,22.3
C100003,2024-04-10,3,0,28.28
C100003,2024-04-11,2,0,22.21
C100003,2024-04-12,0,0,7.38
C100003,2024-04-13,2,0,7.01
C100003,2024-04-14,2,0,13.08
C100003,2024-04-15,2,0,18.87
C100003,2024-04-16,1,0,24.0
C100003,2024-04-17,1,1,21.05
C100003,2024-04-18,0,0,12.87
C100003,2024-04-19,0,0,14.54
C100003,2024-04-20,0,0,23.64
C100003,2024-04-21,2,2,17.59
C100003,2024-04-22,4,1,41.34
C100003,2024-04-23,2,0,25.45
C100003,2024-04-24,2,0,26.48
C100003,2024-04-25,2,1,17.84
C100003,2024-04-26,0,0,0.0
C100003,2024-04-27,2,1,3.72
C100003,2024-04-28,0,0,4.48
C100003,2024-04-29,2,1,20.03
C100003,2024-04-30,1,0,7.77
C100003,2024-05-01,0,0,7.76
C100003,2024-05-02,3,0,21.94
C100003,2024-05-03,0,0,1.06
C100003,2024-05-04,1,0,13.85
C100003,2024-05-05,0,0,14.38
C100003,2024-05-06,1,0,15.66
C100003,2024-05-07,1,0,10.07
C100003,2024-05-08,1,0,13.34
C100003,2024-05-09,3,1,36.78
C100003,2024-05-10,0,0,14.44
C100003,2024-05-11,0,0,2.65
C100003,2024-05-12,0,0,17.81
C100003,2024-05-13,1,0,17.35
C100003,2024-05-14,0,0,7.75
C100003,2024-05-15,0,0,13.4
C100003,2024-05-16,0,0,0.0
C100003,2024-05-17,0,0,14.8
C100003,2024-05-18,0,0,10.9
C100003,2024-05-19,1,0,13.56
C100003,2024-05-20,2,0,0.0
C100003,2024-05-21,2,0,20.03
C100003,2024-05-22,1,0,13.47
C100003,2024-05-23,0,0,3.55
C100003,2024-05-24,1,0,7.6
C100003,2024-05-25,1,0,9.6
C100003,2024-05-26,1,1,12.25
C100003,2024-05-27,3,1,44.07
C100003,2024-05-28,1,0,3.6
C100003,2024-05-29,1,1,9.49
C100003,2024-05-30,0,0,7.79
C100003,2024-05-31,2,1,27.53
C100003,2024-06-01,0,0,7.64
C100003,2024-06-02,2,0,30.77
C100003,2024-06-03,0,0,8.51
C100003,2024-06-04,1,1,5.06
C100003,2024-06-05,1,0,8.33
C100003,2024-06-06,0,0,26.88
C100003,2024-06-07,2,1,31.17
C100003,2024-06-08,2,0,23.32
C100003,2024-06-09,2,0,21.21
C100003,2024-06-10,3,1,29.06
C100003,2024-06-11,2,0,34.47
C100003,2024-06-12,0,0,8.26
C100003,2024-06-13,0,0,7.04
C100003,2024-06-14,2,0,8.76
C100003,2024-06-15,1,1,18.87
C100003,2024-06-16,0,0,14.77
C100003,2024-06-17,0,0,0.0
C100003,2024-06-18,0,0,18.84
C100003,2024-06-19,1,0,16.79
C100003,2024-06-20,3,0,20.14
C100003,2024-06-21,1,0,12.8
C100003,2024-06-22,0,0,0.0
C100003,2024-06-23,0,0,7.36
C100003,2024-06-24,4,2,35.85
C100003,2024-06-25,0,0,16.05
C100003,2024-06-26,2,0,24.9
C100003,2024-06-27,1,0,19.72
C100003,2024-06-28,1,1,5.22
C100003,2024-06-29,0,0,14.98
C100003,2024-06-30,1,1,20.63
C100004,2024-01-01,1,0,11.99
C100004,2024-01-02,3,1,38.36
C100004,2024-01-03,1,0,12.94
C100004,2024-01-04,0,0,0.0
C100004,2024-01-05,3,1,29.47
C100004,2024-01-06,2,2,14.78
