customer_id,company_name,country,region,is_eu,industry,company_size_bucket,annual_contract_value,product_tier,sales_segment,acquisition_channel,contract_start_date,contract_end_date,renewed_flag,discount_pct,initial_onboarding_score,is_churned,total_logins,avg_daily_logins,active_days,total_feature_events,avg_feature_events,total_session_minutes,avg_session_minutes,q1q2_logins,q1q2_session_minutes,q3q4_logins,q3q4_session_minutes,tickets_product_performance,tickets_product_usability,tickets_billing_admin,tickets_sales_expectation,total_tickets,avg_sentiment,avg_first_response_hours,avg_resolution_hours,resolved_tickets
C100012,Company_12,Australia,North America,0,Logistics,51-200,30326.93,Enterprise,MidMarket,Partner,2023-05-28,,1,0.2,7.2,0,3523.0,9.62568306010929,366,1236.0,3.377049180327869,10787.418406468145,29.47382078269985,1776,5163.71,1747.0,5623.708406468145,0.0,0.0,0.0,2.0,2.0,0.015,1.285,14.185,2.0
C100013,Company_13,UK,Europe,1,Manufacturing,51-200,30873.53,Growth,MidMarket,Partner,2024-02-19,2025-02-19,0,0.08,8.2,0,1163.0,3.4613095238095237,336,408.0,1.2142857142857142,7978.93619111195,23.7468339021189,537,3740.94,626.0,4237.996191111951,1.0,0.0,2.0,1.0,4.0,0.0475,3.5975,14.815,4.0
C100014,Company_14,Canada,North America,0,Manufacturing,10-Jan,2701.86,Growth,SMB_Inside,Outbound,2023-04-30,,1,0.16,7.7,0,1463.0,3.9972677595628414,366,514.0,1.4043715846994536,9801.723649423222,26.780665708806616,750,4727.89,713.0,5073.833649423223,1.0,2.0,1.0,0.0,4.0,0.2,3.2375,4.8175,4.0
C100015,Company_15,US,North America,0,Unknown,51-200,29558.84,Growth,MidMarket,Outbound,2023-11-06,2024-11-06,0,0.35,7.1,0,1213.0,3.314207650273224,366,424.0,1.1584699453551912,8360.874267365634,22.843918763294084,716,4987.85,497.0,3373.024267365635,0.0,0.0,1.0,0.0,1.0,0.65,1.08,2.49,1.0
C100016,Company_16,Canada,North America,0,Professional Services,51-200,17319.69,Starter,MidMarket,Partner,2024-01-10,2025-01-10,0,0.27,5.8,0,359.0,0.9808743169398908,366,126.0,0.3442622950819672,4924.962368927607,13.45618133586778,168,2340.11,191.0,2584.8523689276067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100017,Company_17,UK,Europe,1,Retail,Nov-50,7004.03,Growth,SMB_Field,Inbound,2023-10-31,2024-10-31,0,0.17,7.4,0,1109.0,3.300595238095238,336,385.0,1.1458333333333333,7366.16857483048,21.923120758424048,725,4819.19,384.0,2546.97857483048,2.0,0.0,1.0,1.0,4.0,0.07,8.325,10.855,4.0
C100018,Company_18,Canada,North America,0,Unknown,1000+,319847.96,Growth,Enterprise,SelfServe,2023-06-10,,1,0.02,6.4,0,1524.0,4.163934426229508,366,554.0,1.5136612021857925,9905.408055270856,27.06395643516627,744,4805.93,780.0,5099.4780552708535,1.0,2.0,1.0,0.0,4.0,-0.1475,5.234999999999999,16.1375,4.0
C100019,Company_19,UK,Europe,1,Hospitality,Nov-50,7879.11,Starter,SMB_Field,Outbound,2023-09-30,2024-09-30,0,0.06,7.3,0,238.0,0.7083333333333334,336,81.0,0.2410714285714285,3270.9318103969827,9.734916102371972,187,2565.49,51.0,705.4418103969824,0.0,0.0,0.0,2.0,2.0,-0.09,5.205,10.005,2.0
C100020,Company_20,Spain,Europe,1,Healthcare,10-Jan,2773.23,Growth,SMB_Inside,SelfServe,2024-02-04,,1,0.33,8.5,0,1254.0,3.732142857142857,336,467.0,1.3898809523809523,8383.218841956537,24.9500560772516,640,4148.26,614.0,4234.958841956538,1.0,0.0,0.0,0.0,1.0,0.07,10.67,38.43,1.0
C100021,Company_21,UK,Europe,1,Wholesale,Nov-50,5521.33,Growth,SMB_Field,Outbound,2023-11-22,2024-11-22,0,0.26,5.1,0,1246.0,3.7083333333333335,336,410.0,1.2202380952380951,8140.635049435083,24.22808050427108,769,5051.71,477.0,3088.925049435083,2.0,2.0,0.0,0.0,4.0,0.0474999999999999,6.6675,19.0475,3.0
C100022,Company_22,Spain,Europe,1,Hospitality,10-Jan,1645.91,Starter,SMB_Inside,Inbound,2024-01-05,2024-07-06,0,0.23,3.3,0,201.0,0.5982142857142857,336,75.0,0.2232142857142857,2600.011507775018,7.738129487425648,194,2509.93,7.0,90.08150777501773,1.0,0.0,0.0,1.0,2.0,-0.215,2.03,5.09,2.0
C100023,Company_23,Spain,Europe,1,Hospitality,10-Jan,1500.49,Starter,SMB_Inside,Outbound,2023-05-02,,1,0.37,8.6,0,337.0,1.0029761904761905,336,128.0,0.3809523809523809,4843.9994254852145,14.416664956801233,189,2639.95,148.0,2204.049425485214,1.0,0.0,0.0,2.0,3.0,-0.0533333333333333,3.723333333333333,12.86,3.0
C100024,Company_24,France,Europe,1,Manufacturing,Nov-50,5179.89,Starter,SMB_Field,Inbound,2023-02-16,,1,0.26,7.1,0,350.0,1.0416666666666667,336,131.0,0.3898809523809524,4823.833396512103,14.356647013428878,181,2721.51,169.0,2102.3233965121026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100025,Company_25,Spain,Europe,1,Ecommerce,Nov-50,6521.95,Growth,SMB_Field,Outbound,2023-09-07,2024-09-07,0,0.18,6.2,0,1007.0,2.9970238095238093,336,345.0,1.0267857142857142,6758.837923622375,20.115589058399923,747,5007.2,260.0,1751.6379236223745,0.0,1.0,0.0,0.0,1.0,-0.23,5.18,11.26,1.0
C100026,Company_26,Australia,North America,0,Logistics,Nov-50,8744.48,Starter,SMB_Inside,Inbound,2024-03-20,2025-03-21,0,0.16,8.1,0,322.0,0.8797814207650273,366,124.0,0.3387978142076502,3999.201540570056,10.926780165491955,116,1362.51,206.0,2636.691540570056,0.0,1.0,0.0,0.0,1.0,0.13,5.62,13.4,1.0
C100027,Company_27,Spain,Europe,1,Healthcare,10-Jan,1770.79,Starter,SMB_Inside,Partner,2023-12-03,,1,0.05,4.8,0,333.0,0.9910714285714286,336,111.0,0.3303571428571428,4592.171779561618,13.667177915361956,181,2598.41,152.0,1993.761779561618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100028,Company_28,Australia,North America,0,Wholesale,51-200,34205.04,Growth,MidMarket,Inbound,2024-04-01,2025-04-02,0,0.05,9.2,0,1051.0,2.871584699453552,366,373.0,1.0191256830601092,7554.500386798969,20.640711439341445,360,2473.13,691.0,5081.37038679897,1.0,0.0,0.0,0.0,1.0,0.16,16.73,32.82,1.0
C100029,Company_29,US,North America,0,Hospitality,10-Jan,1778.4,Starter,SMB_Inside,Outbound,2024-02-01,2025-02-01,0,0.12,5.9,0,331.0,0.9043715846994536,366,120.0,0.3278688524590163,4455.374901469561,12.17315546849607,141,2030.74,190.0,2424.634901469561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100030,Company_30,Germany,Europe,1,Professional Services,Nov-50,8469.07,Starter,SMB_Inside,Partner,2023-02-22,,1,0.22,6.5,0,349.0,1.0386904761904765,336,129.0,0.3839285714285714,4500.429056406906,13.394134096449124,194,2571.72,155.0,1928.709056406906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100031,Company_31,Australia,North America,0,Ecommerce,10-Jan,2726.28,Starter,SMB_Inside,Outbound,2023-12-05,,1,0.13,8.1,0,375.0,1.024590163934426,366,126.0,0.3442622950819672,4780.219147122597,13.060708052247533,179,2216.23,196.0,2563.989147122597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100032,Company_32,France,Europe,1,Unknown,Nov-50,6280.62,Starter,SMB_Inside,Inbound,2023-05-21,,1,0.06,8.0,0,319.0,0.949404761904762,336,92.0,0.2738095238095238,4540.121674317163,13.512266887848698,164,2377.68,155.0,2162.4416743171623,0.0,0.0,0.0,1.0,1.0,0.22,1.6,4.63,1.0
C100033,Company_33,Canada,North America,0,Retail,Nov-50,6892.04,Starter,SMB_Inside,SelfServe,2023-06-22,,1,0.15,7.8,0,353.0,0.96448087431694,366,118.0,0.3224043715846995,5081.487278093958,13.883845022114638,170,2505.41,183.0,2576.0772780939583,0.0,0.0,1.0,0.0,1.0,0.03,2.03,6.57,1.0
C100034,Company_34,Canada,North America,0,Unknown,Nov-50,3318.12,Enterprise,SMB_Inside,Partner,2023-05-24,,1,0.04,5.7,0,3776.0,10.316939890710383,366,1302.0,3.557377049180328,10912.220028345397,29.81480882061583,1852,5441.73,1924.0,5470.490028345395,1.0,0.0,0.0,2.0,3.0,-0.0166666666666666,1.4766666666666666,12.173333333333332,3.0
C100035,Company_35,UK,Europe,1,Logistics,Nov-50,3226.21,Starter,SMB_Inside,SelfServe,2024-02-15,2025-02-15,0,0.19,6.2,0,258.0,0.7678571428571429,336,113.0,0.3363095238095238,3803.902590035385,11.321138660819598,125,1804.83,133.0,1999.072590035385,0.0,1.0,0.0,0.0,1.0,0.34,0.23,29.52,1.0
C100036,Company_36,Spain,Europe,1,Unknown,Nov-50,5635.24,Growth,SMB_Inside,Inbound,2023-04-29,,1,0.41,7.8,0,1394.0,4.148809523809524,336,457.0,1.3601190476190477,8954.67053582866,26.65080516615673,740,4817.2,654.0,4137.470535828659,1.0,0.0,0.0,1.0,2.0,0.265,13.235,18.925,2.0
C100037,Company_37,Spain,Europe,1,Retail,10-Jan,2993.27,Starter,SMB_Field,Outbound,2023-07-16,2024-07-16,0,0.34,5.0,0,204.0,0.6071428571428571,336,69.0,0.2053571428571428,2697.2544276800504,8.02754293952396,188,2560.39,16.0,136.86442768005048,0.0,0.0,1.0,0.0,1.0,0.51,18.18,21.78,1.0
C100038,Company_38,Netherlands,Europe,1,Wholesale,10-Jan,1227.12,Starter,SMB_Inside,SelfServe,2023-02-03,,1,0.03,6.6,0,330.0,0.9821428571428572,336,133.0,0.3958333333333333,4519.7894891536325,13.451754432004858,176,2462.38,154.0,2057.4094891536324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100039,Company_39,Netherlands,Europe,1,Hospitality,1000+,297187.52,Growth,Enterprise,SelfServe,2023-09-12,2024-09-12,0,0.18,6.8,0,900.0,2.6785714285714284,336,305.0,0.9077380952380952,6190.028716210179,18.422704512530295,669,4713.01,231.0,1477.0187162101788,0.0,1.0,0.0,2.0,3.0,-0.1133333333333333,2.6966666666666668,8.520000000000001,3.0
C100040,Company_40,UK,Europe,1,Hospitality,Nov-50,8485.57,Starter,SMB_Inside,Inbound,2023-06-15,,1,0.14,7.1,0,330.0,0.9821428571428572,336,116.0,0.3452380952380952,4566.971361419514,13.592176670891412,168,2403.51,162.0,2163.461361419514,0.0,0.0,0.0,2.0,2.0,-0.185,3.145,10.425,2.0
C100041,Company_41,Australia,North America,0,Unknown,51-200,20422.4,Growth,MidMarket,Outbound,2023-09-19,,1,0.33,9.5,0,1426.0,3.8961748633879782,366,507.0,1.3852459016393444,9519.362033732898,26.00918588451611,702,4665.54,724.0,4853.822033732898,0.0,1.0,0.0,0.0,1.0,0.25,2.61,8.1,1.0
C100042,Company_42,Australia,North America,0,Professional Services,Nov-50,4206.24,Growth,SMB_Inside,Partner,2023-04-03,,1,0.1,5.9,0,1434.0,3.918032786885246,366,473.0,1.2923497267759565,9665.68725352521,26.40898156700877,703,4713.99,731.0,4951.697253525211,0.0,1.0,0.0,0.0,1.0,0.17,5.58,11.66,0.0
C100043,Company_43,US,North America,0,Hospitality,Nov-50,6368.02,Growth,SMB_Inside,Inbound,2023-10-09,,1,0.11,6.9,0,1469.0,4.0136612021857925,366,538.0,1.469945355191257,9574.905970648144,26.16094527499493,727,4814.65,742.0,4760.255970648144,1.0,1.0,0.0,1.0,3.0,-0.01,6.95,14.023333333333332,3.0
C100044,Company_44,Canada,North America,0,Unknown,Nov-50,3256.78,Growth,SMB_Inside,Outbound,2023-12-31,2024-12-31,0,0.08,7.2,0,1486.0,4.060109289617486,366,506.0,1.3825136612021858,9712.688837030351,26.537401194071997,741,4734.16,745.0,4978.528837030352,0.0,1.0,1.0,0.0,2.0,0.2199999999999999,2.915,6.970000000000001,2.0
C100045,Company_45,Canada,North America,0,Ecommerce,10-Jan,1040.14,Starter,SMB_Field,Inbound,2023-04-29,,1,0.1,6.5,0,371.0,1.0136612021857925,366,110.0,0.3005464480874317,5348.132180103079,14.612383005746118,162,2586.13,209.0,2762.0021801030794,0.0,0.0,0.0,1.0,1.0,-0.01,2.05,16.25,1.0
C100046,Company_46,Germany,Europe,1,Unknown,Nov-50,6951.21,Growth,SMB_Inside,SelfServe,2024-02-28,2024-08-29,0,0.24,5.8,0,761.0,2.264880952380953,336,267.0,0.7946428571428571,4759.059686989695,14.16386811604076,520,3295.24,241.0,1463.8196869896954,0.0,1.0,1.0,0.0,2.0,0.1699999999999999,3.895,7.81,2.0
C100047,Company_47,Germany,Europe,1,Wholesale,Nov-50,4721.7,Enterprise,SMB_Field,Inbound,2023-07-17,2024-07-17,0,0.16,2.8,0,1885.0,5.6101190476190474,336,660.0,1.9642857142857144,5939.110203552606,17.67592322485895,1724,5403.5199999999995,161.0,535.5902035526063,2.0,1.0,4.0,0.0,7.0,-0.1999999999999999,1.8514285714285716,9.84142857142857,5.0
C100048,Company_48,France,Europe,1,Hospitality,1000+,491273.51,Enterprise,Enterprise,SelfServe,2023-12-01,2024-12-01,0,0.21,7.2,0,3066.0,9.125,336,1071.0,3.1875,9261.501056248577,27.56399123883505,1815,5403.5,1251.0,3858.001056248576,2.0,1.0,2.0,0.0,5.0,-0.088,2.0420000000000003,7.4,4.0
C100049,Company_49,Germany,Europe,1,Manufacturing,Nov-50,6553.27,Starter,SMB_Inside,SelfServe,2023-10-02,2024-10-02,0,0.14,4.9,0,266.0,0.7916666666666666,336,80.0,0.238095238095238,3321.3150258018145,9.884866148219686,203,2540.35,63.0,780.9650258018145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100050,Company_50,France,Europe,1,Unknown,10-Jan,1644.71,Starter,SMB_Field,Partner,2023-05-18,,1,0.17,4.3,0,349.0,1.0386904761904765,336,121.0,0.3601190476190476,4543.611324410171,13.522652751220749,197,2553.42,152.0,1990.191324410171,0.0,0.0,1.0,1.0,2.0,0.035,13.125,13.954999999999998,1.0
C100051,Company_51,Australia,North America,0,Manufacturing,Nov-50,9530.57,Enterprise,SMB_Inside,SelfServe,2024-03-09,2025-03-10,0,0.27,7.0,0,2988.0,8.163934426229508,366,1035.0,2.8278688524590163,9046.858044838506,24.71819137934018,1117,3373.99,1871.0,5672.868044838505,1.0,0.0,1.0,0.0,2.0,-0.1699999999999999,1.97,15.775,2.0
C100052,Company_52,Spain,Europe,1,Hospitality,10-Jan,1632.39,Starter,SMB_Field,Outbound,2024-02-14,2025-02-14,0,0.27,8.5,0,284.0,0.8452380952380952,336,106.0,0.3154761904761904,4146.702507968984,12.341376511812452,123,1860.39,161.0,2286.312507968984,0.0,0.0,0.0,1.0,1.0,0.1,17.59,36.49,1.0
C100053,Company_53,Australia,North America,0,Hospitality,Nov-50,5687.24,Growth,SMB_Inside,Inbound,2023-08-13,2024-08-13,0,0.28,6.4,0,881.0,2.407103825136612,366,313.0,0.855191256830601,6002.250520767731,16.39959158679708,703,4800.75,178.0,1201.5005207677314,2.0,0.0,1.0,0.0,3.0,-0.0499999999999999,5.506666666666667,9.393333333333333,3.0
C100054,Company_54,Australia,North America,0,Logistics,51-200,33657.92,Enterprise,MidMarket,SelfServe,2023-08-19,2024-08-19,0,0.33,4.8,0,2271.0,6.204918032786885,366,778.0,2.1256830601092895,6870.380579018701,18.771531636663116,1804,5361.79,467.0,1508.590579018701,1.0,2.0,1.0,0.0,4.0,-0.17,1.4925,23.6725,4.0
C100055,Company_55,Netherlands,Europe,1,Ecommerce,10-Jan,2692.9,Growth,SMB_Inside,Outbound,2024-02-01,,1,0.2,7.0,0,1217.0,3.6220238095238098,336,439.0,1.306547619047619,7944.155191928681,23.643319023597265,606,3855.74,611.0,4088.415191928681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100056,Company_56,Canada,North America,0,Logistics,Nov-50,5397.67,Starter,SMB_Inside,Partner,2023-09-11,2024-09-11,0,0.16,5.6,0,267.0,0.7295081967213115,366,111.0,0.3032786885245901,3631.4610619413183,9.92202475940251,191,2552.62,76.0,1078.8410619413182,2.0,1.0,0.0,0.0,3.0,-0.0699999999999999,9.53,26.373333333333335,3.0
C100057,Company_57,UK,Europe,1,Unknown,Nov-50,7876.56,Starter,SMB_Inside,Partner,2023-12-22,2024-12-22,0,0.18,4.4,0,297.0,0.8839285714285714,336,97.0,0.2886904761904761,4264.290259667591,12.691340058534498,174,2359.78,123.0,1904.5102596675908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100058,Company_58,Spain,Europe,1,Retail,10-Jan,1249.33,Starter,SMB_Field,Inbound,2023-12-12,2024-12-12,0,0.41,6.9,0,329.0,0.9791666666666666,336,120.0,0.3571428571428571,4523.431750653083,13.46259449599132,182,2573.51,147.0,1949.921750653083,1.0,0.0,0.0,0.0,1.0,0.06,7.46,9.02,1.0
C100059,Company_59,Spain,Europe,1,Wholesale,Nov-50,5901.53,Growth,SMB_Field,Inbound,2023-10-18,2024-10-18,0,0.14,7.3,0,1062.0,3.1607142857142856,336,369.0,1.0982142857142858,6973.324558929365,20.753942139670727,723,4846.62,339.0,2126.7045589293643,0.0,1.0,3.0,0.0,4.0,0.0299999999999999,1.92,9.5125,4.0
C100060,Company_60,France,Europe,1,Professional Services,Nov-50,7644.76,Growth,SMB_Field,Outbound,2023-06-05,,1,0.06,6.6,0,1374.0,4.089285714285714,336,503.0,1.4970238095238095,9033.301219383706,26.8848250576896,748,4982.14,626.0,4051.1612193837063,0.0,1.0,2.0,1.0,4.0,0.1725,3.96,10.7375,4.0
C100061,Company_61,US,North America,0,Hospitality,10-Jan,1073.1,Starter,SMB_Inside,SelfServe,2023-06-07,2023-09-06,0,0.61,6.8,1,0.0,0.0,366,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.15,30.9,31.24,1.0
C100062,Company_62,UK,Europe,1,Unknown,Nov-50,4906.11,Starter,SMB_Inside,Partner,2023-05-11,,1,0.35,5.6,0,319.0,0.949404761904762,336,135.0,0.4017857142857143,4532.614795474932,13.489924986532536,192,2659.55,127.0,1873.0647954749325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100063,Company_63,Germany,Europe,1,Manufacturing,10-Jan,2113.44,Starter,SMB_Inside,Inbound,2023-03-08,,1,0.22,6.5,0,368.0,1.0952380952380951,336,140.0,0.4166666666666667,4790.950247238356,14.258780497733202,206,2683.05,162.0,2107.900247238356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100064,Company_64,Netherlands,Europe,1,Healthcare,10-Jan,1245.55,Starter,SMB_Inside,Inbound,2023-05-31,,1,0.17,3.7,0,334.0,0.9940476190476192,336,116.0,0.3452380952380952,4454.126046610001,13.256327519672622,167,2383.78,167.0,2070.346046610001,0.0,0.0,1.0,1.0,2.0,-0.285,11.545,18.725,2.0
C100065,Company_65,Germany,Europe,1,Logistics,Nov-50,5061.26,Starter,SMB_Inside,Inbound,2023-08-14,,1,0.37,6.5,0,338.0,1.005952380952381,336,106.0,0.3154761904761904,4644.326859665248,13.822401368051333,194,2527.2,144.0,2117.126859665248,0.0,1.0,1.0,0.0,2.0,0.51,3.17,12.36,2.0
C100066,Company_66,Netherlands,Europe,1,Professional Services,Nov-50,5817.85,Starter,SMB_Field,SelfServe,2024-03-25,2024-09-24,0,0.35,6.4,0,169.0,0.5029761904761905,336,59.0,0.175595238095238,2183.2515880062997,6.4977725833520825,103,1312.79,66.0,870.4615880062995,0.0,1.0,0.0,0.0,1.0,-0.25,2.95,22.82,1.0
C100067,Company_67,Spain,Europe,1,Ecommerce,10-Jan,1994.93,Growth,SMB_Inside,Outbound,2023-01-17,2023-07-19,0,0.32,4.2,1,0.0,0.0,336,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.09,4.303333333333334,11.32,3.0
C100068,Company_68,Spain,Europe,1,Healthcare,51-200,22661.08,Enterprise,MidMarket,Inbound,2023-07-09,2024-07-09,0,0.23,6.0,0,1850.0,5.505952380952381,336,635.0,1.8898809523809523,5582.677556389016,16.61511177496731,1771,5306.26,79.0,276.4175563890156,1.0,2.0,1.0,1.0,5.0,0.102,2.8739999999999997,16.47,5.0
C100069,Company_69,France,Europe,1,Healthcare,51-200,38104.89,Enterprise,MidMarket,Partner,2023-04-21,,1,0.28,3.9,0,3427.0,10.199404761904765,336,1227.0,3.6517857142857144,9960.049412894052,29.64300420504182,1828,5384.31,1599.0,4575.7394128940505,1.0,4.0,1.0,0.0,6.0,-0.0466666666666666,1.0066666666666666,14.163333333333332,6.0
C100070,Company_70,Spain,Europe,1,Retail,10-Jan,2376.8,Starter,SMB_Field,Inbound,2023-05-09,,1,0.05,4.7,0,333.0,0.9910714285714286,336,105.0,0.3125,4624.891419605887,13.764557796446091,193,2491.91,140.0,2132.981419605887,0.0,1.0,2.0,0.0,3.0,-0.1133333333333333,11.83,18.886666666666667,2.0
C100071,Company_71,Germany,Europe,1,Manufacturing,10-Jan,2916.34,Starter,SMB_Inside,Partner,2023-10-30,,1,0.21,6.9,0,347.0,1.0327380952380951,336,134.0,0.3988095238095238,4889.211081447726,14.551223456689662,185,2645.15,162.0,2244.061081447727,0.0,0.0,0.0,1.0,1.0,0.59,1.77,8.55,1.0
C100072,Company_72,Australia,North America,0,Retail,10-Jan,2176.53,Starter,SMB_Field,Outbound,2023-02-16,,1,0.03,6.1,0,376.0,1.0273224043715847,366,138.0,0.3770491803278688,4988.015062409227,13.62845645467002,193,2502.41,183.0,2485.605062409227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C100073,Company_73,Spain,Europe,1,Unknown,Nov-50,7173.89,Growth,SMB_Inside,Partner,2023-09-30,2024-09-30,0,0.22,8.2,0,953.0,2.8363095238095237,336,332.0,0.988095238095238,6390.4877715309685,19.01930884384217,730,4715.7699999999995,223.0,1674.717771530968,3.0,0.0,3.0,0.0,6.0,0.1316666666666666,2.48,11.501666666666669,6.0
C100074,Company_74,France,Europe,1,Professional Services,Nov-50,5987.72,Growth,SMB_Inside,Outbound,2023-06-10,,1,0.12,7.6,0,1355.0,4.032738095238095,336,463.0,1.3779761904761905,9007.022837877244,26.80661558892037,743,5033.36,612.0,3973.662837877245,0.0,0.0,2.0,0.0,2.0,-0.41,3.27,7.6,2.0
C100075,Company_75,Netherlands,Europe,1,Unknown,Nov-50,9888.58,Starter,SMB_Inside,SelfServe,2024-03-15,2025-03-16,0,0.27,3.5,0,281.0,0.8363095238095238,336,103.0,0.306547619047619,3822.0381978444334,11.375113684060814,122,1729.21,159.0,2092.828197844434,0.0,0.0,0.0,1.0,1.0,-0.09,3.23,5.26,1.0
